date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-02-12,7.2,6.1,8.7,0,0,241,7.4,,1038.6,0
2023-02-13,5.7,-1.3,9.4,0,0,149,6.7,,1037.8,204
2023-02-14,3,-3,14.4,0,0,171,7.8,,1034.2,534
2023-02-15,2.7,-2.5,11.4,0,0,194,9.3,,1027.2,450
2023-02-16,7,-0.2,10.3,2.5,0,220,16,,1022.8,30
2023-02-17,10,7.2,12.1,3.9,0,246,26.8,,1017.7,0
2023-02-18,9.4,7.3,10.2,13.7,0,252,23.3,,1017.1,0
2023-02-19,7,4.5,9.4,1.7,0,286,14.1,,1020.7,78
2023-02-20,6.9,5.6,8,2.6,0,241,25.4,,1020.8,0
2023-02-21,7.9,7.2,8.9,0,0,236,15.5,,1018.3,0
2023-02-22,7.8,1.9,14.5,0.8,0,171,9,,1013.3,258
2023-02-23,6.8,3.6,8,4.3,0,271,9.5,,1013.6,0
2023-02-24,2.8,1.1,4.4,6.6,0,264,17.9,,1007,0
2023-02-25,2.3,-1.3,4.6,0,0,332,18.8,,1008.5,198
2023-02-26,0.2,-2.9,3.8,0,0,18,15.1,,1023,408
2023-02-27,-0.1,-4.7,5.2,0,0,38,10.1,,1029.9,468
2023-02-28,-0.6,-6,5.1,0,0,69,10.5,,1031.6,558
2023-03-01,-0.1,-6.5,6,0,0,61,11.4,,1029,588
2023-03-02,0.3,-4.1,6.4,0,0,45,13,,1024.9,504
2023-03-03,1.9,-0.4,4.2,0,0,348,8.9,,1024.7,132
2023-03-04,4.1,2,6.4,1.1,0,299,15.6,,1022.4,6
2023-03-05,3.5,2,6.3,0,0,279,14,,1015.2,96
2023-03-06,2.6,1.4,5.1,4.1,0,238,13.9,,1004.9,96
2023-03-07,1.6,0.2,3.8,7.7,0,246,18.4,,997.2,0
2023-03-08,0.6,-0.4,1.7,1.8,0,123,13.4,,996.5,0
2023-03-09,0.7,0.1,2.7,22.9,0,74,9.5,,995.4,0
2023-03-10,1.7,-0.5,7.2,19.4,0,13,15.6,,989.4,0
2023-03-11,0.7,-2.9,5,0,20,285,14.5,,1008.8,528
2023-03-12,3.5,-2.9,9.7,6.6,0,211,15.7,,1009.3,0
2023-03-13,12.5,8.7,16.4,2.3,0,220,27.2,,997.1,36
2023-03-14,6.7,1.6,11.6,6.7,0,257,22.8,,995.9,30
2023-03-15,2.6,-2.3,8,0,0,260,13.3,,1015.7,282
2023-03-16,5.2,-1.6,9.3,0,0,164,16.8,,1017.2,144
2023-03-17,10.6,1.3,17.6,1.2,0,178,14.4,,1009.5,396
2023-03-18,11.6,6,16.8,2.6,0,209,12.8,,1011,228
2023-03-19,9.9,3.5,15.7,0,0,221,10.5,,1014,216
2023-03-20,8,4.9,10.2,0.2,0,242,14.7,,1018.5,18
2023-03-21,9.7,8,11.5,2.1,0,207,15.2,,1014.1,0
2023-03-22,11.9,9.7,14.5,1.5,0,213,21.4,,1007.8,126
2023-03-23,11.6,9.7,14,6.8,0,217,23,,1004.1,24
2023-03-24,11.2,8.7,14.6,4,0,227,23.9,,1001.5,192
2023-03-25,8.4,7.1,11,4.5,0,237,26.9,,1002.8,42
2023-03-26,6.7,1.1,9.5,9.2,0,286,13.7,,1004.7,0
2023-03-27,2.9,-0.3,7,1.4,0,308,18.7,,1016.6,414
2023-03-28,4.5,0,8.1,0.2,0,242,13.5,,1024.4,384
2023-03-29,7.9,4,12.2,0.6,0,201,13.9,,1015.4,6
2023-03-30,12.8,10.7,15.9,8.1,0,228,22.1,,1006.5,180
2023-03-31,10.5,9.1,13.5,15.9,0,206,18.1,,998.3,30
2023-04-01,8.9,4.2,11.6,7.7,0,156,17.6,,997.4,0
2023-04-02,4.3,1.3,8.1,0,0,52,20.6,,1020.1,192
2023-04-03,2.5,-2.1,7.8,0,0,60,15.5,,1032,540
2023-04-04,2.6,-3.8,8.6,0,0,59,7.9,,1029.1,666
2023-04-05,3,-3.7,10,0,0,100,7.5,,1023.4,702
2023-04-06,6.5,-3.4,14.1,2.4,0,173,11.7,,1017.9,528
2023-04-07,8.1,1.5,14.3,0.3,0,115,13.7,,1017.4,246
2023-04-08,6.1,1,8.9,0,0,49,10.6,,1024.7,0
2023-04-09,5.6,-0.5,13,0,0,115,8.7,,1026.2,168
2023-04-10,10,-0.1,17.6,6.9,0,163,18.6,,1018.8,462
2023-04-11,8.3,1.9,13.1,1.9,0,243,21.4,,1010.9,384
2023-04-12,7.7,3.5,11.8,3.9,0,187,17.1,,1001.8,12
2023-04-13,7.7,1,12.7,2.1,0,213,18.7,,1002.3,270
2023-04-14,7.3,-1.3,14.9,0,0,108,7.6,,1009.6,642
2023-04-15,6.4,1.9,8.6,2.8,0,352,14.6,,1011.6,0
2023-04-16,9.3,7.3,11.8,0,0,5,13,,1020.9,0
2023-04-17,9.9,4.9,14.9,0.1,0,35,12.9,,1025.8,354
2023-04-18,8.7,5.7,12.3,0,0,59,17.3,,1027.9,246
2023-04-19,8.8,3.3,13.9,0,0,46,20.5,,1026.8,600
2023-04-20,7.7,5,11.5,0,0,61,20,,1019.8,108
2023-04-21,13.5,5.3,20.8,0,0,90,18.9,,1014.4,516
2023-04-22,14.7,5.1,23,1.7,0,167,15.7,,1008.6,318
2023-04-23,12.9,8.6,18.3,5.7,0,207,13.9,,1005.9,306
2023-04-24,8.8,6.1,11.5,6.6,0,231,23.8,,1003.4,18
2023-04-25,6.1,2.1,9.3,1.9,0,292,17.8,,1012,162
2023-04-26,5.6,1.2,10.6,0,0,274,11.9,,1018.9,336
2023-04-27,6.8,-0.7,12.5,0,0,26,6.5,,1020.7,666
2023-04-28,11.3,6.6,15.7,0.9,0,154,12.5,,1012.6,12
2023-04-29,10.8,3.9,14.5,0,0,328,14.6,,1016.5,66
2023-04-30,8.8,1.3,15.6,0,0,53,8.8,,1023.4,822
2023-05-01,11.3,1.5,20.3,0.3,,209,9.2,,1016.1,502
2023-05-02,8.8,1.6,11.2,0.2,,322,13,,1023.1,43
2023-05-03,7.5,-0.7,14.6,0,,45,8.6,,1028.8,812
2023-05-04,11.7,1.6,20.3,0.5,,91,11.1,,1022,633
2023-05-05,12.8,6.1,22.4,11.9,,206,9.8,,1016.5,226
2023-05-06,13.6,6.4,19.3,0,,203,7.2,,1017.3,460
2023-05-07,13.4,9.4,18,0,,96,14.8,,1019.1,331
2023-05-08,13.9,7.6,21.4,0,,126,11,,1021.6,382
2023-05-09,15.7,9.5,22.7,6.4,,164,13.2,,1014.2,181
2023-05-10,13.7,11.7,19.1,10.1,,249,10.2,,1009.9,113
2023-05-11,13.2,11.7,15,18.5,,323,7,,1014.5,0
2023-05-12,14.7,7.3,22.2,0.1,,66,13.2,,1017.3,532
2023-05-13,14.2,6.7,22.4,0,,49,11.8,,1020.1,813
2023-05-14,13.9,5.5,21.1,0,,70,8,,1017.5,558
2023-05-15,13.4,5.4,19.6,7.8,,321,11.6,,1012.6,687
2023-05-16,10.4,6.4,14.8,0,,317,17.7,,1018.5,391
2023-05-17,8.7,1.7,13.8,0,,332,13.5,,1025.4,416
2023-05-18,8.6,0.1,15.8,0,,43,10.5,,1028.4,852
2023-05-19,11.8,1.6,19.4,0,,53,12.3,,1026,627
2023-05-20,13.6,8.7,18.3,0,,58,16.9,,1023.1,352
2023-05-21,17.1,10.4,24.2,8.3,,52,14.6,,1017.1,408
2023-05-22,18.2,13.1,25,35,,113,9.5,,1013.8,351
2023-05-23,11.5,4.6,14.9,0.2,,311,18.2,,1018,177
2023-05-24,9.3,3.4,13.2,0,,323,11.3,,1023,13
2023-05-25,10.8,4.2,17,0,,6,10.9,,1026.8,276
2023-05-26,10.6,3.9,17.4,0,,12,13.4,,1029.5,837
2023-05-27,12.6,2.9,20.6,0,,53,10.3,,1027,872
2023-05-28,15.2,5.2,22.6,0,,51,11.3,,1021.1,874
2023-05-29,12.7,7.7,18.8,0,,11,16.1,,1024.1,809
2023-05-30,12.1,6.9,17.4,0,,20,12.8,,1026.2,404
2023-05-31,15.5,5.7,23.2,0,,30,12.9,,1025,914
2023-06-01,11.3,9.1,14.5,0,,344,13.8,,1021.6,10
2023-06-02,12.6,6.5,19.7,0,,15,10.6,,1020.9,215
2023-06-03,12.8,3.3,20.5,0,,61,13.9,,1022.5,919
2023-06-04,14.6,3.4,22.6,0,,35,12,,1022.2,913
2023-06-05,15.9,6,24.3,0,,32,13.2,,1021.2,898
2023-06-06,16.3,7.7,22.9,1.6,,31,13,,1019.9,450
2023-06-07,15.8,11.7,22.8,1.7,,34,11.9,,1019.6,327
2023-06-08,17.5,11.3,24.7,0,,39,13.5,,1017.3,499
2023-06-09,19.6,10.4,27.5,0,,64,12.3,,1015.7,841
2023-06-10,19.7,11.2,27.2,0,,63,13.6,,1016.7,919
2023-06-11,20.2,10.5,28.2,0,,96,12.7,,1017.8,885
2023-06-12,19.1,8.7,27,0,,92,13.2,,1017.2,918
2023-06-13,18.5,7.8,26.1,0,,67,12.9,,1015.3,895
2023-06-14,16.6,7.9,23.5,0,,71,15.8,,1017.9,864
2023-06-15,17.5,8.2,25.6,0,,40,10.7,,1019.2,642
2023-06-16,17.4,8.8,25.1,0,,334,12.1,,1017.4,726
2023-06-17,18.1,7,25.6,0,,301,9.8,,1015.1,906
2023-06-18,20.7,9,28.8,0,,87,7.3,,1013.4,654
2023-06-19,21.5,14.3,26.6,6.9,,215,13.7,,1011.7,498
2023-06-20,21.5,14.3,29.6,4.7,,113,10.6,,1012.5,318
2023-06-21,21.3,14.7,26.8,0,,258,12,,1015.5,594
2023-06-22,19.5,14.6,26.4,50.9,,39,12,,1016.6,156
2023-06-23,18,12.4,24.4,2.7,,330,19.6,,1018.2,432
2023-06-24,19.7,10.6,26.9,0.3,,245,7.1,,1023.8,774
2023-06-25,22.1,13.1,30,0,,166,7.7,,1018.5,882
2023-06-26,19.7,12.4,25.5,0.1,,251,16.7,,1015.1,600
2023-06-27,16.2,9.5,22.2,0,,276,13.8,,1018.8,444
2023-06-28,16.5,8.1,22.7,0,,248,8.8,,1018.4,270
2023-06-29,19.3,16,24.7,0.8,,207,8.7,,1014.8,18
2023-06-30,17.1,11.7,21.6,0,,289,11.4,,1012.4,336
2023-07-01,17,15.3,19.2,6.9,,220,19.7,,1005.6,6
2023-07-02,17.1,14.3,21.1,0,,256,20.7,,1008,390
2023-07-03,16.7,14,20.2,0.4,,235,21.3,,1009.7,120
2023-07-04,16.8,12.1,21.9,6.5,,236,19,,1011.5,342
2023-07-05,15.7,12.7,19.9,2,,215,25.8,,1008.8,402
2023-07-06,16.6,9.3,22.7,0,,233,12.9,,1017.2,570
2023-07-07,19,8.4,28,0,,120,6.4,,1020.8,918
2023-07-08,22.2,9.9,32.3,0,,102,11.1,,1018.7,870
2023-07-09,23.1,13.2,33.7,1.2,,178,8.3,,1018.7,630
2023-07-10,20.6,13.3,27.2,0,,290,12.2,,1019.8,384
2023-07-11,22.7,12.5,30.9,0.4,,188,12.5,,1014.1,876
2023-07-12,19.5,16,24.7,0,,247,16.8,,1010.5,402
2023-07-13,17.3,12.2,23,0.7,,245,15.8,,1015.8,486
2023-07-14,19.3,10.8,26.6,0,,190,11.3,,1015.4,498
2023-07-15,23.2,16.4,29.2,1.8,,190,17.6,,1007.4,468
2023-07-16,20.1,14.9,24.4,2.5,,226,21.2,,1012.5,624
2023-07-17,16.7,10.6,23.6,2,,238,16.6,,1017.8,462
2023-07-18,17.6,9.9,25.2,0,,232,11.8,,1019.2,738
2023-07-19,17.7,10.4,25.1,0.5,,262,12.2,,1013,210
2023-07-20,17.1,13.2,24,0.1,,297,8.6,,1014,468
2023-07-21,15.4,10.5,21.7,10.1,,252,9.1,,1011.3,288
2023-07-22,16.4,10.6,22.7,1.7,,239,14,,1013.3,276
2023-07-23,17.6,13.4,20.9,17.8,,206,19.8,,1008.2,12
2023-07-24,17.6,13.7,21.8,15.6,,233,18,,1003.4,144
2023-07-25,15.6,10.6,22.1,0,,300,11.8,,1006.2,276
2023-07-26,15.2,8.7,21.3,0.4,,254,13.9,,1011.5,156
2023-07-27,16,12.3,18.3,15.9,,205,18.1,,1007,
2023-07-28,20.2,17,25.6,0.8,,240,16.8,,1006.2,
2023-07-29,19.6,15.8,25.4,5.8,,228,15,,1007.4,
2023-07-30,17.1,14.9,21.1,6.3,,236,18.4,,1010.4,
2023-07-31,16.4,14,18.7,21.7,,227,25,,1007,
2023-08-01,16.2,14.8,19.6,13.7,,246,19.7,,999.3,
2023-08-02,16.9,14.4,20.7,30.8,,200,18,,996.3,
2023-08-03,16.4,14.2,19.9,35,,238,24.8,,996.7,
2023-08-04,16.2,11.9,23.3,6.7,,280,11.4,,1011.8,
2023-08-05,15.6,11,22.6,3.5,,206,8.5,,1013.1,
2023-08-06,15.7,12.4,23.6,48.4,,17,10.7,,1005.7,
2023-08-07,14.8,12.2,19.6,2.5,,279,22,,1011.3,
2023-08-08,15.1,12.4,20.5,2.1,,253,22.2,,1012.4,
2023-08-09,15.4,9.5,21.7,0.1,,261,11.5,,1015.3,
2023-08-10,16,8,23,0,,267,7.5,,1021.3,
2023-08-11,20.1,10.8,29,1.6,,187,8.5,,1020.4,
2023-08-12,19.5,14.6,23.3,6.8,,222,10.7,,1016.4,
2023-08-13,18.6,12.9,25.1,0,,215,10.6,,1017.1,
2023-08-14,20.2,12.7,27.4,14.9,,196,7.2,,1015.2,
2023-08-15,21.2,16.6,25.7,2.7,,236,11.5,,1015.5,
2023-08-16,18.6,14.9,23.1,2.9,,28,11.6,,1020.4,
2023-08-17,16.7,15.4,18.1,0.3,,36,14.7,,1019.1,
2023-08-18,20.9,15.6,28.8,0,,85,9.9,,1016.9,
2023-08-19,22.6,16.1,31.1,0.5,,189,12.2,,1015.9,
2023-08-20,21.3,14.9,28.1,0,,264,7.8,,1022.2,
2023-08-21,20,14.4,26,0,,4,6.6,,1023,
2023-08-22,19.4,13.4,25.5,0,,262,7.4,,1020.4,
2023-08-23,18.7,11.2,26,0.1,,246,8.1,,1019.9,
2023-08-24,20.3,12.8,28.5,0,,123,9,,1015.1,
2023-08-25,20.2,16.1,23.7,4.3,,221,12.3,,1008.5,
2023-08-26,17.8,12.5,21.8,0.7,,234,15.6,,1010.3,
2023-08-27,14.6,11.1,20.8,7.4,,214,11.8,,1009.4,
2023-08-28,15.1,9.8,20.9,0,,284,9.7,,1011.5,
2023-08-29,14.7,10.5,20.1,0,,330,6.1,,1011.1,
2023-08-30,13.9,10.5,19.4,6.5,,215,12,,1007,
2023-08-31,13.5,10.8,17.8,1.3,,240,16.7,,1009.6,
2023-09-01,14.7,9.7,18,0.3,,185,6.5,,1013.6,
2023-09-02,17.2,12.3,23.3,0,,221,6.8,,1020.1,
2023-09-03,15.5,9.3,22,0,,6,6.6,,1027.4,
2023-09-04,16.2,8.3,24.9,0,,108,9.6,,1027.1,
2023-09-05,19.9,10.9,29.8,0,,140,11.4,,1021.7,
2023-09-06,20.4,11.7,30,0,,121,8.8,,1021.3,
2023-09-07,19.9,10.9,29.5,0,,97,11.2,,1021.1,
2023-09-08,20.4,11.1,31.2,0,,147,9.4,,1018.4,
2023-09-09,20.9,12.5,30.3,0,,204,7.2,,1017,
2023-09-10,20.5,13.3,28.9,0,,316,4.8,,1017.9,
2023-09-11,21.6,13.2,30.9,19,,200,8.4,,1013.8,
2023-09-12,19,16.8,22.6,48.3,,23,6.5,,1012.7,
2023-09-13,16,10,19.9,5.8,,306,12.3,,1015.6,
2023-09-14,12.6,7.5,18.6,0,,3,5.7,,1023,
2023-09-15,14.4,6.8,22.8,0.1,,120,9.2,,1019.7,
2023-09-16,18.3,11.4,26.4,0.1,,145,8.7,,1015.2,
2023-09-17,19.5,14.8,27,1.1,,145,10.7,,1013.4,
2023-09-18,19.5,15.6,24.4,7.2,,190,18.5,,1006.3,
2023-09-19,16.9,13.5,20,0,,229,26.3,,1009,
2023-09-20,19,16.3,22.6,0,,208,22.2,,1008,
2023-09-21,19.6,14.5,24.4,4.4,,173,17,,1000,
2023-09-22,15,12.1,18.9,0.3,,215,14.8,,1001.5,
2023-09-23,13.5,11.3,16.4,0,,235,18.4,,1012.7,
2023-09-24,14,8.6,20,0.1,,198,10.3,,1025.1,
2023-09-25,13.4,7.1,21.2,0,,162,11.7,,1024,
2023-09-26,14.1,5.8,23.2,0,,164,8,,1021.7,
2023-09-27,16,9.3,23.8,0,,167,8.4,,1019.4,
2023-09-28,17.9,12.5,22.7,0,,224,12.7,,1016.5,
2023-09-29,18.1,11.5,23.5,2.3,,222,15.1,,1016.8,
2023-09-30,14.8,10.2,19.1,0.1,,240,11.1,,1025.8,
2023-10-01,16.7,12.9,22,0,0,215,12.7,,1023.5,
2023-10-02,17.8,13.1,24.5,0.1,0,207,11,,1019.6,
2023-10-03,16.3,12.1,20.8,5.9,0,235,21.5,,1013.5,
2023-10-04,13.8,11.6,16.8,0.1,0,240,20,,1024.5,
2023-10-05,14.3,12.3,16.6,0,0,243,18.7,,1023.6,
2023-10-06,15.1,11.5,18.7,0,0,225,19.7,,1023,
2023-10-07,16.9,13.9,20,1.5,0,246,24.3,,1019.5,
2023-10-08,12.8,10.4,17.3,0.4,0,79,9,,1024.3,
2023-10-09,15.4,11.6,17.7,5.3,0,249,15.1,,1018.9,
2023-10-10,17.8,14.5,22.6,0,0,233,14.3,,1018.4,
2023-10-11,19.3,16.6,21.6,9.7,0,232,22.7,,1012.6,
2023-10-12,14.9,12.7,19,18.6,0,241,14.7,,1012.7,
2023-10-13,19.2,16.3,23.7,20.6,0,213,24.3,,1006.9,
2023-10-14,11.6,6.9,18.7,0.7,0,263,22.7,,1008.2,
2023-10-15,7.4,5.3,10.8,0.2,0,266,17.3,,1018.7,
2023-10-16,7.3,4.2,11.3,0.3,0,282,10.4,,1022.4,
2023-10-17,5.7,1.8,11,0,0,75,9.7,,1020.6,
2023-10-18,6.6,0.3,11.9,8.9,0,94,16.5,,1010.9,
2023-10-19,11.7,7.9,17.5,1.9,0,137,13.9,,994.8,
2023-10-20,9.3,8,12.2,19.9,0,82,20.7,,985.9,
2023-10-21,12.9,8.3,16.7,4.4,0,182,16.2,,993.2,
2023-10-22,12.5,9.9,14.3,0.7,0,210,18.5,,1005.9,
2023-10-23,11.6,7.9,14.4,1.3,0,157,9.7,,1012.9,
2023-10-24,11.7,7.7,14.1,1.9,0,191,14.5,,1004.2,
2023-10-25,9.5,5.8,11.3,11.9,0,149,14.4,,999,
2023-10-26,9.7,7.6,11.2,0.5,0,250,10.3,,994.7,
2023-10-27,9,7,10.7,6.3,0,151,9.7,,993.5,
2023-10-28,10.6,8.5,13.3,6.9,0,201,14.2,,997.9,
2023-10-29,13.7,11.1,16.4,0,0,199,24.1,,996,
2023-10-30,13.1,11.2,16.5,8.1,0,187,15.6,,999.7,
2023-10-31,10.7,9.1,13,7.7,0,237,20.1,,1000.2,
2023-11-01,12.2,10.1,14.9,2.6,0,196,18.1,,1001.9,
2023-11-02,11.9,9.7,14.1,0,0,175,27.5,,985.2,
2023-11-03,9.7,7.2,11.9,1.2,0,213,24.4,,985,
2023-11-04,8.6,6.3,11,6.8,0,182,23.3,,983.1,
2023-11-05,10.2,8.8,11.8,4.7,0,213,23.1,,978.2,
2023-11-06,10.2,8.3,12.3,1.6,0,229,24.6,,999.5,
2023-11-07,9.3,8,11.5,0.2,0,223,21,,1008.8,
2023-11-08,9.3,8.2,11.8,10.3,0,221,23.8,,1010.8,
2023-11-09,9.1,6.7,10.5,4.6,0,204,20.9,,1001.9,
2023-11-10,7.7,6.5,9.9,10.7,0,210,19.7,,997.8,
2023-11-11,6.6,5.3,7.4,4.6,0,244,16.8,,1002.3,
2023-11-12,5.8,1.6,9.3,0.1,0,224,12,,1007.3,
2023-11-13,7,0.4,13.7,14.1,0,186,18,,1003.3,
2023-11-14,11.1,9,12.7,9.9,0,243,27.1,,1000.9,
2023-11-15,9.1,8.2,10.3,9.3,0,256,20,,1010.9,
2023-11-16,6.6,1.7,8.9,0,0,307,13,,1013.1,
2023-11-17,3.5,0.5,7.4,0,0,267,9.3,,1019.3,
2023-11-18,4,0.2,8.7,10.5,0,177,14.8,,1021.2,
2023-11-19,11.2,8.7,12.5,14.9,0,237,24.3,,1007.3,
2023-11-20,9.8,5.4,11.7,1.4,0,240,19.4,,1007.5,
2023-11-21,6.7,2.7,7.8,0.1,0,343,10.6,,1016.9,
2023-11-22,2.2,-1.5,5.5,0.8,0,166,10.8,,1028.6,
2023-11-23,8.8,5.2,11.1,10.4,0,250,26.6,,1016.6,
2023-11-24,4.2,1.4,7.6,2.6,0,292,24.6,,1006.6,
2023-11-25,2.6,0.2,5.7,1.1,0,301,15.8,,1009.3,
2023-11-26,3.2,-1.3,5.4,7,0,247,11.4,,1013.6,
2023-11-27,1.8,0.2,4.9,18.5,0,157,17,,1002.1,
2023-11-28,-0.7,-3.4,0.4,5.9,30,6,17.4,,1003,
2023-11-29,0.2,-1.4,1.6,3.1,70,241,18,,1002.1,
2023-11-30,-0.6,-2.4,2.3,0,70,131,7.6,,1003.3,
2023-12-01,-2.3,-4.7,-0.9,0,40,41,9.8,,1007.3,
2023-12-02,-2.1,-3.3,-0.6,0.1,40,288,9.2,,1013.1,
2023-12-03,-0.4,-2.6,2.1,1.6,40,210,13.6,,1020.4,
2023-12-04,-0.1,-1.4,1.4,1.9,60,148,18.1,,1011.4,
2023-12-05,2,0.3,4.3,3,40,148,14.9,,1003.5,
2023-12-06,1.2,-0.1,2.9,0.4,30,261,13.9,,1012.4,
2023-12-07,1.5,-0.7,4.3,0,0,199,12,,1019.2,
2023-12-08,2.8,0.3,6.4,1.6,0,173,14.8,,1010,
2023-12-09,6.6,5.3,9,10.1,0,184,20.1,,1005,
2023-12-10,8.3,7,10.4,9.7,0,231,27.6,,1000.4,
2023-12-11,8.5,5.3,10.4,11.2,0,248,25.5,,999.9,
2023-12-12,7.3,5.8,9.6,9.4,0,187,12.6,,1004.8,
2023-12-13,7.3,4.7,8.9,7.3,0,222,9.4,,999.4,
2023-12-14,3.8,2.7,4.8,0.3,0,338,10.1,,1016.9,
2023-12-15,6,3.5,7.8,0.2,0,241,13.7,,1032.5,
2023-12-16,7.6,6.3,8.6,0.1,0,235,18,,1038,
2023-12-17,7.7,6,8.6,0,0,231,21.4,,1035.3,
2023-12-18,5.8,5,7.1,0.6,0,229,21.4,,1030.1,
2023-12-19,6.4,5,7.3,23.2,0,232,22.3,,1018.5,
2023-12-20,6.3,5.3,7.9,23.2,0,251,24.4,,1010.9,
2023-12-21,7.8,4.2,10.2,24.2,0,259,30.7,,995.4,
2023-12-22,5.6,3.4,7.4,7.6,0,279,28,,998.2,
2023-12-23,7,4.3,8.8,36.4,0,278,24.9,,1004.3,
2023-12-24,10.2,8.2,12.3,26,0,242,27.4,,1002.5,
2023-12-25,10.4,9.6,11.8,21.2,0,250,24,,1004.6,
2023-12-26,8.4,2.4,10.9,0.1,0,256,25.7,,1010.8,
2023-12-27,4.4,-0.2,9.5,2.7,0,183,15,,1017.2,
2023-12-28,9.8,8.1,11,0.8,0,224,28.5,,1010.6,
2023-12-29,9.2,6.4,10.6,14.2,0,231,29.1,,1006.8,
2023-12-30,7.4,6,8.8,0,0,229,20.7,,1010.9,
2023-12-31,8.2,5.5,10.8,1.6,0,185,22.8,,1002,
