date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-02-23,7.8,4.5,11.7,26.4,0,,,,,0
2020-02-24,6.2,2.7,10.2,9.9,0,,,,,0
2020-02-25,7,3,10.3,8.6,0,,,,,228
2020-02-26,2.7,0.7,5.5,5.9,0,,,,,36
2020-02-27,2.7,0.6,5,3.6,0,,,,,0
2020-02-28,3.4,1.2,7,9.1,0,,,,,186
2020-02-29,8.7,4,14.7,2,0,,,,,276
2020-03-01,7,4.9,9.7,0.2,0,,,,,66
2020-03-02,6.8,4.2,10.7,3.3,0,,,,,390
2020-03-03,5.4,3,8.9,0.3,0,,,,,378
2020-03-04,4.6,1.5,8.9,1,0,,,,,162
2020-03-05,4.9,0.6,7.4,6.4,0,,,,,6
2020-03-06,4,2.9,4.6,6.7,0,,,,,0
2020-03-07,5.7,3.8,9,0,0,,,,,228
2020-03-08,8.8,6.4,12.3,0.9,0,,,,,90
2020-03-09,7.8,6,9.8,8.2,0,,,,,156
2020-03-10,8.7,5,12.2,21.4,0,,,,,0
2020-03-11,10.4,7.7,12.9,8.8,0,,,,,84
2020-03-12,9,5.4,12.6,2.6,0,,,,,396
2020-03-13,5.9,2,8.5,2.9,0,,,,,150
2020-03-14,4.8,-2.2,10.8,0,0,,,,,450
2020-03-15,10.4,6.5,14.7,0,0,,,,,354
2020-03-16,9.9,4.2,15,0.1,0,,,,,522
2020-03-17,10,6,14.4,0,0,,,,,582
2020-03-18,11.7,6.7,16.2,0,0,,,,,456
2020-03-19,9.6,5,14.5,2,0,,,,,12
2020-03-20,6.6,4.5,8.5,0.6,0,,,,,0
2020-03-21,3.5,-0.4,7.4,0,0,,,,,480
2020-03-22,2.6,-2.8,7.1,0,0,,,,,672
2020-03-23,2.4,-2.8,8.1,0,0,,,,,678
2020-03-24,3.5,-3.4,10,0,0,,,,,660
2020-03-25,3.8,-4.3,10.4,0,0,,,,,684
2020-03-26,3.8,-4.4,10.5,0,0,,,,,690
2020-03-27,7.6,-1,15.9,0,0,,,,,666
2020-03-28,7.1,1.7,12.8,0,0,,,,,666
2020-03-29,2.4,-3.1,4,1.8,0,,,,,42
2020-03-30,1,-5.8,6.2,1.2,0,,,,,78
2020-03-31,1.8,-2.9,7.5,0,0,,,,,522
2020-04-01,3.4,-4.3,9.7,0,0,,,,,456
2020-04-02,6.2,2.6,9.7,0.1,0,,,,,66
2020-04-03,7.2,1,10.5,0,0,,,,,54
2020-04-04,6.1,-2.3,13.3,0,0,,,,,714
2020-04-05,10.1,-0.9,18.6,0,0,,,,,720
2020-04-06,13.9,0.8,24,0,0,,,,,726
2020-04-07,12.5,6,18.9,0,0,,,,,606
2020-04-08,13.8,4.2,23.9,0,0,,,,,726
2020-04-09,13.1,6.3,19.4,0,0,,,,,726
2020-04-10,8.5,1.9,14.9,0,0,,,,,726
2020-04-11,9.9,-0.3,20.1,0,0,,,,,738
2020-04-12,13.1,2.6,22.9,0,0,,,,,738
2020-04-13,7.4,3.8,13.2,0,0,,,,,330
2020-04-14,5.5,-0.2,9.9,0,0,,,,,252
2020-04-15,7.6,-1.4,17.3,0,0,,,,,678
2020-04-16,11.1,0.7,20.9,0,0,,,,,732
2020-04-17,9.5,1.5,16.8,0,0,,,,,762
2020-04-18,12.6,1.7,21.8,0.5,0,,,,,540
2020-04-19,11,5.5,16.2,0,0,,,,,780
2020-04-20,10.3,-0.1,16.8,0,0,,,,,786
2020-04-21,12.4,6.5,17.9,0,0,,,,,
2020-04-22,12.8,3.3,20.1,0,0,,,,,
2020-04-23,12,0.6,21.5,0,0,,,,,
2020-04-24,11.9,4.2,20.2,0,0,,,,,
2020-04-25,9.9,3.6,15.7,0,0,,,,,
2020-04-26,9.7,1.3,18,0,0,,,,,
2020-04-27,12.1,1.1,21.4,0,0,,,,,
2020-04-28,11.8,4,18.7,2.8,0,,,,,360
2020-04-29,12.9,9.3,15.9,6.6,0,,,,,174
2020-04-30,11.8,7.8,16.7,6.1,0,,,,,330
2020-05-01,10.2,7.8,15.8,1,,,,,,216
2020-05-02,9.1,6.8,12.8,5.6,,,,,,162
2020-05-03,10.1,4.8,15.4,1.5,,,,,,228
2020-05-04,9.8,3.2,14.7,0.1,,,,,,354
2020-05-05,7.6,-0.1,14.5,0,,,,,,780
2020-05-06,9.5,0.4,17.1,0,,,,,,864
2020-05-07,11.1,0.3,20,0,,,,,,792
2020-05-08,13,3.4,21.2,0,,,,,,594
2020-05-09,14.9,4.5,23.6,0,,,,,,870
2020-05-10,13.6,5.9,22.4,1.9,,,,,,318
2020-05-11,7.3,2.3,11.3,0,,,,,,252
2020-05-12,7,-0.3,12.9,0,,,,,,378
2020-05-13,8.4,3.9,15,0.2,,,,,,408
2020-05-14,7.6,0.5,13.7,0,,,,,,768
2020-05-15,8.1,-0.6,14.2,0,,,,,,486
2020-05-16,10.8,0.5,17.2,0,,,,,,450
2020-05-17,12.1,4.4,18.2,0,,,,,,546
2020-05-18,14.9,4.6,22.9,0,,,,,,732
2020-05-19,15.6,7.4,22.3,0,,,,,,240
2020-05-20,14.8,7.7,18.5,0,,,,,,96
2020-05-21,16.1,4.9,24.6,0,,,,,,894
2020-05-22,17,8.6,25.1,3,,,,,,48
2020-05-23,15.1,11.6,19,0,,,,,,282
2020-05-24,12.6,10.8,15.5,6,,,,,,54
2020-05-25,14,8.8,18.4,0,,,,,,528
2020-05-26,13.9,8.3,20.2,0,,,,,,612
2020-05-27,15.4,6,23.1,0,,,,,,666
2020-05-28,13.6,6.9,19.3,0,,,,,,912
2020-05-29,13.8,4.1,21.3,0,,,,,,906
2020-05-30,14.6,5,21.3,0,,,,,,672
2020-05-31,14.3,6.6,20.8,0,,,,,,714
2020-06-01,16,6,24.2,0,,,,,,858
2020-06-02,18,6.8,26.5,0,,,,,,828
2020-06-03,19,10.2,26.3,0,,,,,,642
2020-06-04,13.5,9.3,17.5,14.3,,,,,,0
2020-06-05,10,7.6,14.9,11.1,,,,,,228
2020-06-06,12,7.1,17.2,3,,,,,,534
2020-06-07,13.2,9.6,18.1,0,,,,,,402
2020-06-08,14.1,9.1,18.9,0,,,,,,300
2020-06-09,13.9,9.2,19.8,3.4,,,,,,312
2020-06-10,14.5,10.1,19.3,0.3,,,,,,48
2020-06-11,16,12.2,20.6,0.5,,,,,,162
2020-06-12,19.6,13,26.6,0,,,,,,636
2020-06-13,20.7,12.7,28.8,7.7,,,,,,564
2020-06-14,19,16.7,23.6,16.7,,,,,,54
2020-06-15,16.3,15.2,17.7,6.9,,,,,,0
2020-06-16,18.1,15.4,21.6,0,,,,,,78
2020-06-17,18.7,14,25,12.1,,,,,,270
2020-06-18,16.8,13.9,18.3,1.6,,,,,,6
2020-06-19,18.4,12.5,24.2,0,,,,,,624
2020-06-20,17,11.4,22.1,0,,,,,,588
2020-06-21,18.6,9.5,25.4,0.3,,,,,,726
2020-06-22,18.2,11.7,23.4,0,,,,,,462
2020-06-23,18.7,9.8,25.8,0,,,,,,930
2020-06-24,19.5,10.2,26.1,0,,,,,,924
2020-06-25,20.5,11.6,27,0,,,,,,696
2020-06-26,21.3,11.7,29,0,,,,,,876
2020-06-27,22.8,14.9,29.1,0.1,,,,,,414
2020-06-28,18.8,11.5,21.3,0.2,,,,,,174
2020-06-29,17.2,10.6,21.3,1.4,,,,,,414
2020-06-30,17.1,13.2,21.8,1.5,,,,,,156
2020-07-01,17.1,13.1,19.1,17.5,,,,,,42
2020-07-02,17,13.5,22.1,3.5,,,,,,264
2020-07-03,16.9,12.9,21.2,0.2,,,,,,222
2020-07-04,18.4,15.2,21.2,4.7,,,,,,6
2020-07-05,19.4,16.3,22.6,0.9,,,,,,132
2020-07-06,14.5,11.4,17.9,5.8,,,,,,378
2020-07-07,13.9,9.5,20.5,1.7,,,,,,318
2020-07-08,14.1,11.7,17.8,2.2,,,,,,6
2020-07-09,17,14.3,20.7,4,,,,,,18
2020-07-10,15.2,7.2,18.8,3.5,,,,,,60
2020-07-11,13.4,5.3,20.9,0,,,,,,534
2020-07-12,14.6,6.3,22.1,0,,,,,,810
2020-07-13,16.7,6.6,24.9,0,,,,,,888
2020-07-14,15.7,8.9,22.9,2.6,,,,,,378
2020-07-15,15.4,11.2,21.3,4.5,,,,,,138
2020-07-16,15.2,10.7,19.2,0.8,,,,,,24
2020-07-17,16.5,8.5,24.1,0,,,,,,402
2020-07-18,18.4,10.1,25.3,0,,,,,,330
2020-07-19,19.3,12.5,26.9,0.4,,,,,,234
2020-07-20,16.8,9.4,23.1,0,,,,,,306
2020-07-21,14.5,6.9,22.1,0,,,,,,564
2020-07-22,14.9,7.2,21.8,0,,,,,,342
2020-07-23,16.7,8,24.8,0,,,,,,642
2020-07-24,18.7,12.9,23.8,0.2,,,,,,132
2020-07-25,19.4,15.2,25.4,10.1,,,,,,186
2020-07-26,18.8,12.8,24.6,1.3,,,,,,480
2020-07-27,18.5,11.5,22.9,0.3,,,,,,60
2020-07-28,19.5,14.4,23.2,0,,,,,,330
2020-07-29,16.2,8.6,21.4,0,,,,,,462
2020-07-30,16.5,6.6,25.4,0,,,,,,786
2020-07-31,20.2,9.2,30.2,0,,,,,,792
2020-08-01,20.2,11.9,27.9,2,,,,,,168
2020-08-02,19,10.1,24.9,0,,,,,,234
2020-08-03,15.9,7.3,23.7,0,,,,,,582
2020-08-04,15.3,8.5,23.5,0,,,,,,390
2020-08-05,18.6,8.3,28.8,0,,,,,,738
2020-08-06,21.1,10.1,31.9,0,,,,,,780
2020-08-07,22,10,33.3,0,,,,,,774
2020-08-08,23.9,12.6,35,0,,,,,,774
2020-08-09,23.6,15.6,34.5,8,,,,,,444
2020-08-10,24.5,17,31.5,0,,,,,,726
2020-08-11,23.6,15.2,32.9,0,,,,,,666
2020-08-12,23.8,15.6,32.1,0,,,,,,642
2020-08-13,23.6,16.5,30.7,17.2,,,,,,354
2020-08-14,22.2,17.7,29.5,0.9,,,,,,348
2020-08-15,20,17.4,25.1,14.6,,,,,,162
2020-08-16,22.7,16.3,29.1,5.6,,,,,,576
2020-08-17,20.7,16.3,24.3,0.1,,,,,,96
2020-08-18,18.9,14.1,25.2,0,,,,,,450
2020-08-19,19.8,12.5,26.7,0.1,,,,,,696
2020-08-20,23.7,20.8,27.8,0.1,,,,,,150
2020-08-21,24.2,18.9,29.4,2,,,,,,204
2020-08-22,20.5,16.6,25.1,0,,,,,,408
2020-08-23,17.5,12.4,20.9,0.4,,,,,,234
2020-08-24,15.1,9.5,19,5.4,,,,,,90
2020-08-25,15.7,7.7,21.2,3.6,,,,,,222
2020-08-26,15.9,14.1,18.2,5.5,,,,,,0
2020-08-27,15.7,12.3,20.8,3.1,,,,,,276
2020-08-28,17.1,13.6,21.5,0,,,,,,534
2020-08-29,15.3,8.3,21.3,0,,,,,,372
2020-08-30,14.5,6.8,22.2,0,,,,,,366
2020-08-31,15.5,12.4,21.3,0,,,,,,252
2020-09-01,14.3,6.6,22.2,0,,,,,,354
2020-09-02,12.6,4.5,22,0,,,,,,684
2020-09-03,12.9,5.7,18.7,6.3,,,,,,0
2020-09-04,18.1,11.5,23.2,4.3,,,,,,228
2020-09-05,13.2,8.9,18,8.4,,,,,,120
2020-09-06,13,8.1,19,0.1,,,,,,354
2020-09-07,13.3,6.7,20.3,0,,,,,,408
2020-09-08,16.4,12,19.1,0,,,,,,12
2020-09-09,18.1,12.3,23.5,1.7,,,,,,150
2020-09-10,12.9,6.5,20,0,,,,,,378
2020-09-11,12.1,4.2,20.8,0,,,,,,630
2020-09-12,13.4,6,21.5,0,,,,,,564
2020-09-13,15.3,7.8,24.5,0,,,,,,582
2020-09-14,17.6,7.8,30.2,0,,,,,,618
2020-09-15,18.9,10.3,31.8,0,,,,,,564
2020-09-16,17.8,10.8,29.2,0,,,,,,486
2020-09-17,12,3.8,19.4,0,,,,,,612
2020-09-18,10.6,1.3,21.7,0,,,,,,612
2020-09-19,11.6,1.8,25.2,0,,,,,,600
2020-09-20,11.4,0.9,23.4,0,,,,,,612
2020-09-21,13.2,3.6,26.2,0,,,,,,618
2020-09-22,13.9,4.9,25.9,0,,,,,,606
2020-09-23,16.7,6.1,24.6,1.4,,,,,,438
2020-09-24,15.3,10.4,19,4,,,,,,492
2020-09-25,12.3,8.8,15,0,,,,,,192
2020-09-26,10.2,8.5,13.7,21.9,,,,,,6
2020-09-27,10.1,7.3,13.6,0.1,,,,,,108
2020-09-28,10.9,6.1,14.8,0.6,,,,,,0
2020-09-29,10.9,3.7,16.1,0.5,,,,,,222
2020-09-30,14.3,8.5,20.8,0,,,,,,372
2020-10-01,13.4,8.1,19.1,1.1,0,,,,,132
2020-10-02,13,6.8,19.8,0,0,,,,,366
2020-10-03,13.5,8.5,19.8,2.8,0,,,,,174
2020-10-04,12.2,8.4,15.1,0,0,,,,,96
2020-10-05,12.2,10.3,14.2,1.9,0,,,,,24
2020-10-06,12.3,10,15.2,11.7,0,,,,,108
2020-10-07,12.2,10.4,15.3,3.7,0,,,,,78
2020-10-08,12.4,9.7,15.6,24.2,0,,,,,0
2020-10-09,12.3,10.3,15,0,0,,,,,66
2020-10-10,9.7,7.6,12.6,7,0,,,,,324
2020-10-11,8.4,5.6,11.7,1,0,,,,,126
2020-10-12,8.6,5.1,13,0.1,0,,,,,228
2020-10-13,7.9,2.3,13.4,0,0,,,,,342
2020-10-14,8.4,6.8,9.7,0.3,0,,,,,0
2020-10-15,8.4,7,10.6,0.1,0,,,,,0
2020-10-16,7.8,3.2,10.8,0,0,,,,,96
2020-10-17,7.3,3.5,10.9,0.1,0,,,,,54
2020-10-18,7.6,2.2,11.4,0.8,0,,,,,30
2020-10-19,9.5,6.2,11.8,0,0,,,,,48
2020-10-20,9.9,4.4,13.7,6.8,0,,,,,24
2020-10-21,14.8,11.2,18.8,3.2,0,,,,,102
2020-10-22,16.2,13.9,18.2,0.7,0,,,,,96
2020-10-23,13,11,14.3,2.5,0,,,,,6
2020-10-24,13.4,11.9,14.8,0.2,0,,,,,6
2020-10-25,13.3,10.7,15.3,4.2,0,,,,,0
2020-10-26,10.8,8.5,12,0.4,0,,,,,30
2020-10-27,10.4,8.5,12.3,0.2,0,,,,,90
2020-10-28,11.9,9.8,15.2,8.1,0,,,,,240
2020-10-29,9.6,7.4,11.8,7.4,0,,,,,138
2020-10-30,13,11.3,14,6.5,0,,,,,0
2020-10-31,13.1,11.5,14.6,2.7,0,,,,,54
2020-11-01,14.7,11.5,17.5,5.2,0,,,,,60
2020-11-02,17,11.3,20,4.7,0,,,,,60
2020-11-03,10.2,7.3,12.8,0,0,,,,,372
2020-11-04,6.2,1.6,10.8,0,0,,,,,348
2020-11-05,5.2,0.3,10.2,0,0,,,,,330
2020-11-06,6.7,0.8,11.5,0,0,,,,,294
2020-11-07,5.6,-0.2,14.2,0,0,,,,,480
2020-11-08,5.7,0.7,13.4,0,0,,,,,426
2020-11-09,6.3,2.5,13.2,0,0,,,,,144
2020-11-10,3.9,1.3,7.6,0,0,,,,,120
2020-11-11,7.3,3.6,10,0,0,,,,,0
2020-11-12,8.9,4,12.6,0.8,0,,,,,66
2020-11-13,9.9,4.9,13.3,4.8,0,,,,,300
2020-11-14,13.2,11.7,15.7,0,0,,,,,210
2020-11-15,14,9.3,17.6,4.3,0,,,,,222
2020-11-16,10.1,9,11.4,3.6,0,,,,,24
2020-11-17,10.5,9.2,11.6,4.1,0,,,,,0
2020-11-18,12,10.8,14.2,0.2,0,,,,,222
2020-11-19,8.7,3.2,13.3,1.4,0,,,,,42
2020-11-20,4.2,2.3,7.6,0,0,,,,,90
2020-11-21,5.9,1.9,8.4,1.4,0,,,,,0
2020-11-22,8.4,6.3,9.9,3.1,0,,,,,0
2020-11-23,5.6,2,8.9,0,0,,,,,300
2020-11-24,5.6,1.6,9.6,0,0,,,,,54
2020-11-25,4.7,-0.4,9.1,0,0,,,,,384
2020-11-26,7.5,4.6,8.6,3,0,,,,,0
2020-11-27,3.6,1.5,5.2,0,0,,,,,102
2020-11-28,2.8,1.3,4.1,0,0,,,,,0
2020-11-29,0.1,-3,3.9,0,0,,,,,378
2020-11-30,-0.7,-4.8,3.8,5.9,0,,,,,60
2020-12-01,4.7,3.6,6.4,1.2,0,,,,,0
2020-12-02,3.3,1.9,4.1,0,0,,,,,0
2020-12-03,3.1,2.5,4.6,0.8,0,,,,,30
2020-12-04,5,2.6,7.8,2.8,0,,,,,72
2020-12-05,3.2,-0.1,6.6,2.7,0,,,,,204
2020-12-06,2.4,-0.3,3.6,3.4,0,,,,,0
2020-12-07,3,-0.6,4.2,1,0,,,,,0
2020-12-08,0.9,-1.5,4.7,0,0,,,,,0
2020-12-09,0.3,-1.3,1.3,0,0,,,,,0
2020-12-10,1.7,-0.8,3.3,0,0,,,,,6
2020-12-11,2.6,-0.8,4.5,0.2,0,,,,,0
2020-12-12,5,2.8,6.9,0.1,0,,,,,0
2020-12-13,7,5.1,8.3,0,0,,,,,0
2020-12-14,7,4.6,9.6,3.7,0,,,,,0
2020-12-15,8,6.2,9.2,3.4,0,,,,,0
2020-12-16,6.9,1.3,10.5,0,0,,,,,162
2020-12-17,9.3,6.7,10.2,1.2,0,,,,,18
2020-12-18,7,2.3,11.3,0,0,,,,,306
2020-12-19,7.8,2.2,11.8,0,0,,,,,330
2020-12-20,8.5,6.8,9.6,1.4,0,,,,,18
2020-12-21,7.2,5.4,8.9,16.2,0,,,,,84
2020-12-22,10.9,7.9,13.5,7.8,0,,,,,6
2020-12-23,10.2,8.2,11.9,14.1,0,,,,,0
2020-12-24,5.5,2.1,10.8,5,0,,,,,0
2020-12-25,1.3,-1.6,3.8,0.1,0,,,,,180
2020-12-26,2.8,0.8,4.2,0.1,0,,,,,6
2020-12-27,3.6,1.9,5,6.3,0,,,,,0
2020-12-28,4,2,6.1,1.3,0,,,,,126
2020-12-29,2.9,0.2,3.8,0.6,0,,,,,84
2020-12-30,3.3,1.7,4.3,1.3,0,,,,,0
2020-12-31,2.7,1.6,3.6,2.3,0,,,,,0
