date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-04-10,10.3,8.1,14.3,0,0,236,16.3,,1025.3,
2024-04-11,12.1,7.5,15.8,0,0,217,16.4,,1030.9,
2024-04-12,15.7,13.3,19.1,0,0,227,16.8,,1030,
2024-04-13,18.6,14.4,23.2,0,0,230,18.3,,1023.7,
2024-04-14,13.2,8.5,17.8,1.2,0,277,16.5,,1019.6,
2024-04-15,8.3,3.8,12.8,8.1,0,229,19.7,,1007.3,
2024-04-16,6.2,2.9,10.2,4.7,0,273,20,,1001.2,
2024-04-17,5.7,2.1,8.5,5.1,0,305,10.7,,1009.7,
2024-04-18,7.3,3.3,12.1,11,0,320,11.4,,1016.3,
2024-04-19,7.1,4.9,12.1,15.3,0,264,22.7,,1007.9,
2024-04-20,5.4,2.9,9.4,10.1,0,330,12.7,,1016.7,
2024-04-21,5,0.6,9,0,0,27,17.1,,1022.7,
2024-04-22,4.4,0.2,8.4,0,0,51,8.6,,1024.5,
2024-04-23,4.8,-1.6,9.2,1.4,0,272,8.3,,1019.5,
2024-04-24,4.8,3.3,7.9,6.1,0,267,15.5,,1007,
2024-04-25,6,2.6,9.6,0.5,0,242,14.2,,1005.2,
2024-04-26,7.7,6.2,11.2,3,0,206,14.9,,1004.8,
2024-04-27,11.6,2.2,19.8,0.1,0,153,13.3,,1007.8,
2024-04-28,13.9,7.8,19.6,0.5,0,184,19.7,,1009.9,
2024-04-29,14.3,5.5,20.5,0,0,166,10.2,,1020.4,
2024-04-30,17.3,9.8,24.8,0,0,74,7.8,,1016.8,
2024-05-01,18.5,10.8,26.1,0,,65,12.4,,1007.5,
2024-05-02,18.7,10,25.4,0.1,,80,14.4,,1000.7,
2024-05-03,12.5,7,15.6,0.5,,217,16,,1008.1,
2024-05-04,12.2,5.2,17.2,7.7,,152,9.2,,1015,
2024-05-05,11.5,6.5,15.3,3.8,,244,17.1,,1008.8,
2024-05-06,12.6,5.2,19.3,0,,60,9.5,,1008.9,
2024-05-07,13.4,8.5,17.3,0,,32,10.8,,1017.2,
2024-05-08,12.1,5.5,18.5,0,,29,8,,1025.3,
2024-05-09,14.1,5.6,20.8,0,,342,6.9,,1026.8,
2024-05-10,15,7.1,21.9,0,,24,7.4,,1024.1,
2024-05-11,15.1,10.5,21.1,0,,37,11.2,,1023.1,
2024-05-12,16.6,7.5,23.3,0,,85,14.5,,1019.3,
2024-05-13,18.8,9.8,26.8,0,,130,14.2,,1012.9,
2024-05-14,19.2,9.6,25.7,0,,118,16.9,,1008.7,
2024-05-15,18.1,9.2,25,0,,106,17,,1006.8,
2024-05-16,15.6,10.3,22.5,3.5,,108,14.2,,1005.5,
2024-05-17,17.7,11.1,22.8,0,,75,14,,1006.9,
2024-05-18,15.1,10.4,20.3,1.6,,58,9.6,,1009.7,
2024-05-19,14,10.2,20,5.4,,358,7,,1009.5,
2024-05-20,14.5,9.8,20.4,0,,100,6.3,,1010.7,
2024-05-21,17.3,8.9,23.5,7.5,,73,14.9,,1008.1,
2024-05-22,15.4,11.5,18,0.5,,220,13.9,,1007.7,
2024-05-23,15.9,10.1,21,0,,239,12.1,,1014.4,
2024-05-24,14.5,8.6,20.5,16.2,,55,9.5,,1017.8,
2024-05-25,16.9,12.2,21.8,0,,184,9.5,,1016.5,
2024-05-26,17.2,10.1,24.1,2,,160,9.9,,1016.6,
2024-05-27,16.3,12,21.1,2.5,,222,8.7,,1016.6,
2024-05-28,14.4,11.2,19,7.6,,237,13.8,,1016.8,
2024-05-29,14.9,8.9,20.1,3.2,,211,17.2,,1010.2,
2024-05-30,14.2,8.2,20.1,5.6,,261,6.9,,1006,
2024-05-31,15,12,19.9,0.2,,303,12.3,,1009.2,
2024-06-01,18,14.2,23.3,0,,337,13,,1013.7,
2024-06-02,14.1,9,16.6,0,,324,16,,1019.3,
2024-06-03,12.8,8.3,16,0,,304,10.3,,1019.3,
2024-06-04,15.3,12.8,20,1.9,,215,10.6,,1014.1,
2024-06-05,14.2,6.1,18.4,0.2,,253,17.2,,1011.1,
2024-06-06,12.3,4.1,19.1,0,,250,8.9,,1016.8,
2024-06-07,14.5,8.4,21,0,,261,10.4,,1018.1,
2024-06-08,15.1,6.7,21.5,0,,231,14.7,,1012.2,
2024-06-09,13.4,7.9,19.5,0,,265,14.5,,1010.1,
2024-06-10,11.2,6.9,14.2,5.8,,221,15.1,,1006.1,
2024-06-11,11.6,8.3,17.2,1.7,,267,21.5,,1012.2,
2024-06-12,11.7,8.5,16.8,0,,263,13.9,,1017.8,
2024-06-13,12.9,6,18.6,0,,229,10.6,,1017.8,
2024-06-14,16.7,14.1,20.2,2.5,,181,15.7,,1009.3,
2024-06-15,16.2,12.5,19.4,1.8,,209,22,,1004.4,
2024-06-16,16.4,12.8,20.2,0.6,,202,18.1,,1007.8,
2024-06-17,17.1,11.3,21.6,0,,224,11.2,,1011.6,
2024-06-18,15.6,9.6,22.6,15.2,,109,7.8,,1013.9,
2024-06-19,15.5,9.4,20.3,0,,354,11.4,,1017.1,
2024-06-20,15.9,7.2,21.3,2.5,,76,11.2,,1020.5,
2024-06-21,18.8,14.3,25.3,3.7,,177,11.8,,1011.6,
2024-06-22,17.2,12.1,22,0.1,,257,17.4,,1012.1,
2024-06-23,17.6,10.5,23.5,0,,279,8.8,,1018.5,
2024-06-24,19,10.1,25.6,0,,52,6.3,,1020,
2024-06-25,20.7,11.7,27.2,0,,72,11.3,,1016.9,
2024-06-26,22.3,12,30.2,0,,74,9.8,,1012,
2024-06-27,23.6,16.4,31,0,,172,7.3,,1008.5,
2024-06-28,19.5,10.6,23.8,0,,254,16.5,,1013.9,
2024-06-29,19.9,9.2,27.5,34.2,,58,8.1,,1014.4,
2024-06-30,17.3,15.1,21,18.6,,318,12.5,,1007.3,
2024-07-01,15,13.1,18.9,2.3,,279,14.6,,1013.1,
2024-07-02,14.3,11.9,16.7,4.3,,259,14.4,,1013.3,
2024-07-03,13.2,10.3,16.6,0.8,,247,12.9,,1010.2,
2024-07-04,15.2,12.2,20.2,2,,241,19.4,,1006.4,
2024-07-05,15.3,12.4,18.6,0,,220,18.8,,1010,
2024-07-06,19.2,13.5,25.4,0.9,,208,22.3,,1003.2,
2024-07-07,16.1,11.5,21.5,0.2,,232,17.4,,1012.5,
2024-07-08,17.7,12.1,23.4,0,,239,9.7,,1017.4,
2024-07-09,23,12.8,31.2,2.6,,125,11,,1015.6,
2024-07-10,20.5,16.7,26.8,8.4,,229,12.5,,1014.3,
2024-07-11,19.1,14.7,24.8,0.3,,243,11.6,,1016.8,
2024-07-12,16.1,12.8,22.7,8.4,,45,17,,1011.1,
2024-07-13,15.2,9.8,19.5,0.1,,233,20.4,,1011.5,
2024-07-14,17.1,9,23.8,0,,220,13.1,,1013.1,
2024-07-15,19.9,10.5,27.1,1,,175,7.9,,1012.2,
2024-07-16,19,15.5,24.5,9.9,,214,18.3,,1010.3,
2024-07-17,17.9,12.2,22.3,0,,263,17,,1018.6,
2024-07-18,19.4,10.9,27.3,0.2,,187,5.6,,1022.8,
2024-07-19,20.5,12,28.3,0.1,,92,7.4,,1019.8,
2024-07-20,23.7,14.7,31.8,0,,124,9.2,,1011.2,
2024-07-21,21.6,17.4,29.7,19.1,,202,10,,1007.4,
2024-07-22,19.3,14.8,24.6,0,,267,14.9,,1015.1,
2024-07-23,18.5,15.5,22.7,32.7,,228,14.3,,1016.3,
2024-07-24,17.2,10.8,22.8,0,,302,12.3,,1018.9,
2024-07-25,17.9,9.1,24.5,1.1,,210,7.9,,1015.6,
2024-07-26,19.4,16.8,24.3,1.2,,222,14.2,,1010.6,
2024-07-27,19.2,14.6,24.2,5.6,,334,5.2,,1013.6,
2024-07-28,19,11.7,25.8,0,,306,12.4,,1022,
2024-07-29,18.4,10.1,26.2,0.2,,70,6.9,,1024.5,
2024-07-30,21.2,11.9,30.4,0,,150,7.3,,1017.6,
2024-07-31,20.9,13.9,27.7,0,,11,8.4,,1015,
2024-08-01,20,13.8,27.6,16.1,,27,10.2,,1012.4,
2024-08-02,18.6,13.4,25.3,0,,347,8,,1011.9,
2024-08-03,19.1,11.5,27,6.2,,235,8.8,,1011.3,
2024-08-04,18,12.4,21.7,0.1,,275,13.7,,1013.2,
2024-08-05,18.7,13.2,24.6,0,,211,7.2,,1015.2,
2024-08-06,21.4,13.2,28.9,0,,176,9.4,,1011.9,
2024-08-07,19.8,14.9,27,0.4,,238,10.1,,1011,
2024-08-08,18.6,14.3,24,0.1,,244,9.6,,1015.8,
2024-08-09,19.6,14.2,23.4,3,,228,19.1,,1014.4,
2024-08-10,19.5,12.7,25.2,0,,238,13.1,,1019.2,
2024-08-11,20.6,13.5,26.3,0,,327,6.2,,1021.5,
2024-08-12,21.6,11.7,30,0,,81,11.9,,1014.7,
2024-08-13,25.8,17.6,35.7,0,,153,9.7,,1009.9,
2024-08-14,22,18.9,27,34.5,,319,8.4,,1011,
2024-08-15,21.2,18,25.8,0,,234,13.7,,1015.5,
2024-08-16,21.5,18.4,25,1.4,,226,15.3,,1015.1,
2024-08-17,18.5,15.2,21.1,15.2,,309,10,,1012.9,
2024-08-18,16.5,13,20.3,4.1,,10,10.1,,1011.2,
2024-08-19,16.4,12.1,22.1,0.1,,287,6.8,,1017.7,
2024-08-20,19,11.4,26.3,1.4,,179,12.5,,1012.7,
2024-08-21,16.7,11.1,20.5,0,,254,18.9,,1013.9,
2024-08-22,18.6,11.3,24,0,,212,17.5,,1012.5,
2024-08-23,20.6,17.5,26.2,2,,217,22.1,,1008,
2024-08-24,23,16.7,30.5,6.8,,193,18.7,,1008.6,
2024-08-25,17,10.6,21.3,0,,241,18.2,,1017.1,
2024-08-26,15.9,9.8,22.3,0,,218,11.8,,1022.3,
2024-08-27,17.3,8.9,25.9,0.1,,,,,,
2024-08-28,20.2,10.3,29.4,0.1,,,,,,
2024-08-29,24,16.6,31.8,6.6,,,,,,
2024-08-30,17.4,14.9,20,0.1,,,,,,
2024-08-31,17.8,14.4,22.3,0.1,,,,,,
2024-09-01,19.7,12.7,26.9,0,,,,,,
2024-09-02,21.1,13.1,29,0,,,,,,
2024-09-03,21.9,16.1,28.3,0.7,,,,,,
2024-09-04,18.9,16.6,22.5,0.9,,,,,,
2024-09-05,23.2,17.3,30.2,0,,44,17.4,,1011.7,
2024-09-06,19.8,14.5,25.5,0.2,,85,13.3,,1011.7,
2024-09-07,21,15.1,28.9,0,,154,6.7,,1012.4,
2024-09-08,18.3,15.1,24.2,2.9,,185,10.4,,1008.7,
2024-09-09,16.7,13.7,20.4,5.1,,249,8.9,,1004,
2024-09-10,14.5,10.9,17.9,13.8,,240,22.1,,1008.4,
2024-09-11,11.1,6.2,15.5,5.9,,240,19.7,,1004,
2024-09-12,9.8,6,14.8,0,,252,11.5,,1011.9,
2024-09-13,10.2,5.3,15.9,0.1,,320,11.7,,1021.4,
2024-09-14,10.9,5.7,16.5,0,,329,12.9,,1028.6,
2024-09-15,12.2,4.9,17.8,0,,318,8.6,,1026.5,
2024-09-16,15.9,13,20.2,0,,350,11.5,,1023.8,
2024-09-17,14.7,11.9,18.7,0,,30,16.2,,1027.6,
2024-09-18,15.9,12.1,20.6,0,,48,16.8,,1028.4,
2024-09-19,15.2,10.2,19.7,0,,54,16.9,,1025.8,
2024-09-20,14.9,8.4,22.1,0,,73,14.9,,1023.6,
2024-09-21,15.1,8.3,23.6,0,,92,8.8,,1021.2,
2024-09-22,15.5,8.3,25.3,0,,109,6.8,,1015.8,
2024-09-23,14.8,10.1,20.2,11.8,,185,9.6,,1009.2,
2024-09-24,14.8,11.2,18.6,1.5,,207,12.9,,1004.1,
2024-09-25,14.3,13.3,16.2,16.8,,213,17.6,,1003.9,
2024-09-26,15.5,13.6,17.8,5.1,,201,22.7,,992.7,
2024-09-27,13.5,10.2,17.2,5.1,,228,30.1,,996.4,
2024-09-28,10.1,6.7,14.1,0.1,,283,16.9,,1015.6,
2024-09-29,9.4,3.7,14.7,0,,190,9.3,,1027.1,
2024-09-30,10.8,6,14.8,14.8,,129,20.2,,1015.6,
2024-10-01,12.5,11.8,13.4,19.6,0,198,14.4,,1007.9,
2024-10-02,10.2,8.2,11.8,1.7,0,21,12.3,,1010.6,
2024-10-03,9.7,6.2,12.8,0,0,20,13.5,,1018.5,
2024-10-04,8.5,3.9,14.2,0,0,26,10.5,,1021.1,
2024-10-05,7,1.8,14,0,0,67,8.9,,1019.9,
2024-10-06,8.9,2.5,14.9,0.4,0,129,13.2,,1011.4,
2024-10-07,13.9,9.7,19.2,0.7,0,183,14.7,,1003.6,
2024-10-08,16.3,13.7,20.3,1.4,0,191,15.1,,1000.3,
2024-10-09,14.1,12.7,15.8,34.3,0,178,17.4,,993.1,
2024-10-10,12.1,8.2,14.8,1.3,0,268,18.5,,993.3,
2024-10-11,8.2,2.8,13.6,0,0,258,10.5,,1014.6,
2024-10-12,7.9,1.6,13,4,0,158,13.7,,1013.9,
2024-10-13,9.7,7.8,12.7,0.6,0,257,24.7,,1011,
2024-10-14,8,2.8,12,0,0,144,8.3,,1018.9,
2024-10-15,7.1,0.8,13.1,0,0,90,12.8,,1022.1,
2024-10-16,11.9,6.3,18.2,0.7,0,119,18.2,,1015.7,
2024-10-17,14.5,9,20.3,0.2,0,173,15,,1012.6,
2024-10-18,13.4,9.7,19,1.9,0,97,7.4,,1014,
2024-10-19,13.9,9.9,15.2,0.2,0,199,12.3,,1015.1,
2024-10-20,13.8,7.1,18.3,0.8,0,184,15.6,,1019.5,
2024-10-21,14.4,12.7,17.1,4.2,0,203,13.8,,1022.1,
2024-10-22,12,7.5,16.5,0,0,246,14.2,,1026,
2024-10-23,9.4,5.1,15.2,0.1,0,210,8.1,,1034.3,
2024-10-24,9.8,2.8,15.6,0,0,129,11,,1027.7,
2024-10-25,12.5,8,20.2,0,0,171,11,,1019.5,
2024-10-26,11.7,6.5,20.8,0.1,0,147,10,,1018.6,
2024-10-27,10.9,5.8,15.6,0.2,0,229,11.7,,1019.7,
2024-10-28,12.5,6.7,15.6,0.4,0,225,14.1,,1023.6,
2024-10-29,13,12.3,13.5,3.2,0,231,14.1,,1024.6,
2024-10-30,12.7,11.4,15.1,0.4,0,286,8.5,,1027.5,
2024-10-31,10.7,5.6,14.3,0,0,239,9.6,,1027.7,
2024-11-01,9.1,4.9,10.5,1.5,0,239,14.3,,1024.2,
2024-11-02,7.4,0.3,10.7,0,0,45,10.7,,1031.1,
2024-11-03,3.8,-1,12.6,0,0,105,6.4,,1031.3,
2024-11-04,4.9,2.2,11.3,0,0,83,11.9,,1029.7,
2024-11-05,5.1,0.3,9.8,0,0,134,10,,1025.4,
2024-11-06,3.6,0.3,5.4,0.1,0,221,5.6,,1030.6,
2024-11-07,4.6,4,5.4,0,0,72,8.6,,1034,
2024-11-08,5,3.5,6.5,0,0,98,12.8,,1030.1,
2024-11-09,6.6,5.8,7.6,0,0,120,8,,1026.6,
2024-11-10,7.1,6.1,8.5,0,0,205,6.9,,1027.5,
2024-11-11,8.2,6.2,11,3.8,0,241,12.8,,1026.4,
2024-11-12,7.2,5.5,8.8,0,0,41,12.2,,1031.6,
2024-11-13,7.3,5.4,9.1,8.5,0,301,9,,1031.1,
2024-11-14,9,8.1,10.3,0.4,0,292,12.5,,1026.1,
2024-11-15,8.2,7.3,9.5,0,0,255,10.3,,1026.3,
2024-11-16,7,6.3,7.5,5.1,0,223,17.8,,1018.2,
2024-11-17,5.9,3.5,7.7,5,0,252,20.4,,1008.8,
2024-11-18,4.1,2,6.4,5.3,0,245,16.3,,1008.8,
2024-11-19,2.5,0.2,9.5,18.3,0,265,16.2,,994.3,
2024-11-20,1.9,0.9,3.3,1.5,0,254,20.1,,997.7,
2024-11-21,1.5,0.3,3.1,1.1,0,237,18.4,,997.4,
2024-11-22,1.5,-0.7,3.3,3.1,10,244,21.1,,999.7,
2024-11-23,3.6,1.1,7.7,8.9,0,207,20.7,,1015.1,
2024-11-24,13.2,7.6,16.9,0,0,209,28.2,,1008.8,
2024-11-25,13.7,9.1,17.5,3.2,0,209,25.1,,1006,
2024-11-26,8.5,6.1,10.5,1.7,0,228,17.7,,1016.5,
2024-11-27,7.8,5.4,11.6,6.3,0,196,20.7,,1014.9,
2024-11-28,6.4,5.5,7.7,1.7,0,286,22.7,,1020,
2024-11-29,3.2,-1.8,6.3,0,0,155,6.6,,1032.9,
2024-11-30,0.7,-3.3,8,0,0,167,11,,1029.7,
2024-12-01,1,-3.3,6.6,0.1,0,171,11.8,,1022.5,
2024-12-02,8,5,9.4,2.3,0,206,18,,1014,
2024-12-03,6.1,4.3,8,1.6,0,257,16.7,,1015.7,
2024-12-04,3.8,0.8,6,0,0,251,11.4,,1024.4,
2024-12-05,3.6,0.9,5.4,19,0,187,19.3,,1017.8,
2024-12-06,7.3,5.4,8.6,9.8,0,259,28.1,,1002.8,
2024-12-07,6.1,4.1,7.7,3.8,0,181,18.7,,1000.7,
2024-12-08,5.1,2.3,7.4,1.8,0,70,15.6,,1009,
2024-12-09,4.5,3.5,5.2,3.4,0,27,21.5,,1025.5,
2024-12-10,4.1,3.3,4.7,0,0,,,,,
2024-12-11,2.7,2.1,3.3,0,0,,,,,
2024-12-12,2.4,1.6,3.1,0.1,0,,,,,
2024-12-13,1,-1.5,2.9,0,0,,,,,
2024-12-14,1.9,0.4,4.4,1.4,0,237,17.2,,1019,
2024-12-15,5.9,3.5,9.2,3.2,0,245,21.7,,1023,
2024-12-16,9.4,8.4,10.1,0.9,0,248,25.1,,1026.9,
2024-12-17,8.1,6.5,9,0.3,0,232,18.3,,1026.9,
2024-12-18,10.1,6.5,12.6,2.2,0,215,25.2,,1013.3,
2024-12-19,8.8,3.9,13,4.7,0,245,26.2,,999.7,
2024-12-20,4.2,2.9,5.5,2.5,0,248,20,,1015.4,
2024-12-21,6.5,4.5,8.2,13.1,0,223,24.9,,1011,
2024-12-22,4.6,1.9,8.3,3.1,0,249,22.1,,997.7,
2024-12-23,3.8,1.9,6.3,1.4,0,272,18.7,,1009.6,
2024-12-24,3.6,1.1,5.4,0.4,0,234,13.8,,1025.5,
2024-12-25,6.5,4.7,8,0.2,0,215,11.8,,1033.7,
2024-12-26,5,2.6,7.5,0,0,137,5.8,,1037.2,
2024-12-27,1.1,-1.6,2.6,0,0,160,4.9,,1034.7,
2024-12-28,-0.6,-3.3,3.9,0,0,219,5.4,,1030.5,
2024-12-29,0.6,-1.1,2.2,0.1,0,231,15.3,,1029.1,
2024-12-30,2.9,2.1,3.9,0.1,0,224,21.9,,1028.2,
2024-12-31,1.7,0.2,4.7,0,0,219,23.1,,1025.2,
